scheme,code,label,level,parent_code
COICOP2018,01.1.6.3.2,"Pears and quinces, fresh",4,01.1.6.3
COICOP2018,01.1.6.3.3,"Apricots, fresh",4,01.1.6.3
COICOP2018,01.1.6.3.4,"Cherries, fresh",4,01.1.6.3
COICOP2018,01.1.6.3.5,"Peaches and nectarines, fresh",4,01.1.6.3
COICOP2018,01.1.6.3.6,"Plums and sloes, fresh",4,01.1.6.3
COICOP2018,01.1.6.3.9,"Other stone fruits and pome fruits, fresh",4,01.1.6.3
COICOP2018,01.1.6.4.1,"Currants, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.2,"Gooseberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.3,"Raspberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.4,"Blackberries, mulberries and loganberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.5,"Strawberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.6,"Blueberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.7,"Cranberries, fresh",4,01.1.6.4
COICOP2018,01.1.6.4.9,"Other berries, fresh",4,01.1.6.4
COICOP2018,01.1.6.5.1,"Grapes, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.2,"Kiwi fruits, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.3,"Cantaloupes and other melons, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.4,"Watermelons, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.5,"Persimmons, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.6,"Cashew apples, fresh",4,01.1.6.5
COICOP2018,01.1.6.5.9,"Other fruits or mixtures of fruit, fresh, n.e.c.",4,01.1.6.5
COICOP2018,01.1.6.6.0,"Fruits, frozen",4,01.1.6.6
COICOP2018,01.1.6.7.1,Raisins,4,01.1.6.7
COICOP2018,01.1.6.7.2,Prunes,4,01.1.6.7
COICOP2018,01.1.6.7.9,Other dried fruit,4,01.1.6.7
COICOP2018,01.1.6.8.1,"Almonds, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.2,"Cashew nuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.3,"Chestnuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.4,"Hazelnuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.5,"Pistachios, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.6,"Walnuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.7,"Brazil nuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.8,"Groundnuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.8.9,"Other nuts, in shell or shelled",4,01.1.6.8
COICOP2018,01.1.6.9.1,Fruit and nuts flour,4,01.1.6.9
COICOP2018,01.1.6.9.2,Canned fruit,4,01.1.6.9
COICOP2018,01.1.6.9.3,Homogenized fruit preparations,4,01.1.6.9
COICOP2018,01.1.6.9.4,"Nuts and seeds roasted, salted or otherwise prepared",4,01.1.6.9
COICOP2018,01.1.6.9.9,Other fruit and nuts preparations,4,01.1.6.9
COICOP2018,01.1.7.1.1,"Asparagus, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.2,"Cabbages, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.3,"Cauliflowers and broccoli, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.4,"Lettuce and chicory, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.5,"Spinach, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.6,"Artichokes, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.7,"Cassava leaves, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.1.9,"Other leafy or stem vegetables, fresh or chilled",4,01.1.7.1
COICOP2018,01.1.7.2.1,"Chillies and peppers, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.2,"Cucumbers and gherkins, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.3,"Eggplants (aubergines), fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.4,"Tomatoes, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.5,"Pumpkins, squash and gourds, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.6,"Okra, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.2.9,"Other fruit-bearing vegetables, fresh or chilled",4,01.1.7.2
COICOP2018,01.1.7.3.1,"Beans, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.3.2,"String beans, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.3.3,"Peas, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.3.4,"Broad beans and horse beans, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.3.5,"Soya beans, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.3.9,"Other green leguminous vegetables, fresh or chilled",4,01.1.7.3
COICOP2018,01.1.7.4.1,"Carrots and turnips, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.2,"Garlic, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.3,"Onions and shallots, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.4,"Leeks and other alliaceous vegetables, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.5,"Mushrooms and truffles, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.6,"Edible seaweeds and other aquatic plants, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.7,"Olives, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.4.8,Green maize (green corn),4,01.1.7.4
COICOP2018,01.1.7.4.9,"Other vegetable n.e.c., mixtures of vegetables, fresh or chilled",4,01.1.7.4
COICOP2018,01.1.7.5.1,Potatoes,4,01.1.7.5
COICOP2018,01.1.7.5.2,Sweet potatoes,4,01.1.7.5
COICOP2018,01.1.7.5.3,"Cassava (manioc, yuca)",4,01.1.7.5
COICOP2018,01.1.7.5.4,Yams,4,01.1.7.5
COICOP2018,01.1.7.5.5,Taro,4,01.1.7.5
COICOP2018,01.1.7.5.6,Yautia,4,01.1.7.5
COICOP2018,01.1.7.5.7,Plantains and cooking bananas,4,01.1.7.5
COICOP2018,01.1.7.5.9,Other tubers,4,01.1.7.5
COICOP2018,01.1.7.6.1,"Beans, dried",4,01.1.7.6
COICOP2018,01.1.7.6.2,"Broad beans and horse beans, dried",4,01.1.7.6
COICOP2018,01.1.7.6.3,"Chickpeas, dried",4,01.1.7.6
COICOP2018,01.1.7.6.4,"Lentils, dried",4,01.1.7.6
COICOP2018,01.1.7.6.5,"Peas, dried",4,01.1.7.6
COICOP2018,01.1.7.6.6,"Cow peas, dried",4,01.1.7.6
COICOP2018,01.1.7.6.7,"Pigeon peas, dried",4,01.1.7.6
COICOP2018,01.1.7.6.8,"Bambara beans, dried",4,01.1.7.6
COICOP2018,01.1.7.6.9,Other pulses,4,01.1.7.6
COICOP2018,01.1.7.7.0,"Other vegetables, tubers, plantains and cooking bananas, dried and dehydrated",4,01.1.7.7
COICOP2018,01.1.7.8.0,"Vegetables, tubers, plantains and cooking bananas, frozen",4,01.1.7.8
COICOP2018,01.1.7.9.1,"Flour of vegetables, pulses, tubers, plantains and cooking bananas",4,01.1.7.9
COICOP2018,01.1.7.9.2,Canned vegetables,4,01.1.7.9
COICOP2018,01.1.7.9.3,Preserved olives,4,01.1.7.9
COICOP2018,01.1.7.9.4,"Chipped potatoes, frozen",4,01.1.7.9
COICOP2018,01.1.7.9.5,Tofu,4,01.1.7.9
COICOP2018,01.1.7.9.6,"Tempeh, soy meat and burgers",4,01.1.7.9
COICOP2018,01.1.7.9.9,"Other vegetables, pulses and tubers preserved or processed",4,01.1.7.9
COICOP2018,01.1.8.1.1,Cane sugar,4,01.1.8.1
COICOP2018,01.1.8.1.2,Beet sugar,4,01.1.8.1
COICOP2018,01.1.8.2.0,Other sugars and sugar substitutes,4,01.1.8.2
COICOP2018,01.1.8.3.1,Honey,4,01.1.8.3
COICOP2018,01.1.8.3.9,"Other jams, marmalades, fruit jellies, purées and pastes",4,01.1.8.3
COICOP2018,01.1.8.4.0,"Nut purées, nut butters and nut pastes",4,01.1.8.4
COICOP2018,01.1.8.5.1,Chocolate,4,01.1.8.5
COICOP2018,01.1.8.5.2,Cocoa beans,4,01.1.8.5
COICOP2018,01.1.8.5.3,Cocoa powder,4,01.1.8.5
COICOP2018,01.1.8.5.9,Other cocoa-based foods and cocoa-based dessert preparations,4,01.1.8.5
COICOP2018,01.1.8.6.0,"Ice, ice cream and sorbets",4,01.1.8.6
COICOP2018,01.1.8.9.1,"Vegetables, fruits, nuts, fruit peel and other parts of plants, preserved by sugar",4,01.1.8.9
COICOP2018,01.1.8.9.9,Other sugar confectionery and desserts n.e.c. (not containing cocoa),4,01.1.8.9
COICOP2018,01.1.9.1.1,Precooked dishes based on pasta and cereals,4,01.1.9.1
COICOP2018,01.1.9.1.2,Precooked dishes based on meat and/or fish,4,01.1.9.1
COICOP2018,01.1.9.1.3,Mixed salads and prepared dishes based on vegetables,4,01.1.9.1
COICOP2018,01.1.9.1.4,"Sandwiches, pizzas, quiches, meat or fish pies, frozen or not",4,01.1.9.1
COICOP2018,01.1.9.1.5,"Omelettes, crepes and other ready-made food based on eggs",4,01.1.9.1
COICOP2018,01.1.9.1.6,Ready-made soups,4,01.1.9.1
COICOP2018,01.1.9.1.9,Other prepared ready-made dishes and meals n.e.c.,4,01.1.9.1
COICOP2018,01.1.9.2.1,Baby formula,4,01.1.9.2
COICOP2018,01.1.9.2.2,Baby rice cereals and flours for baby meals,4,01.1.9.2
COICOP2018,01.1.9.2.3,Homogenized baby food,4,01.1.9.2
COICOP2018,01.1.9.2.9,Other baby food,4,01.1.9.2
COICOP2018,01.1.9.3.1,Salt,4,01.1.9.3
COICOP2018,01.1.9.3.9,Other condiments and sauces,4,01.1.9.3
COICOP2018,01.1.9.4.0,"Spices, culinary herbs and seeds",4,01.1.9.4
COICOP2018,01.1.9.9.0,Other food products n.e.c.,4,01.1.9.9
COICOP2018,01.2.1.0.0,Fruit and vegetable juices,4,01.2.1.0
COICOP2018,01.2.2.0.1,Coffee,4,01.2.2.0
COICOP2018,01.2.2.0.2,Coffee substitutes,4,01.2.2.0
COICOP2018,01.2.2.0.9,Other coffee,4,01.2.2.0
COICOP2018,01.2.3.0.1,"Green tea, leaves",4,01.2.3.0
COICOP2018,01.2.3.0.2,"Black tea, leaves",4,01.2.3.0
COICOP2018,01.2.3.0.3,Iced tea,4,01.2.3.0
COICOP2018,01.2.3.0.4,Instant tea powder,4,01.2.3.0
COICOP2018,01.2.3.0.5,Maté,4,01.2.3.0
COICOP2018,01.2.3.0.9,Other tea products and plant-derived products for infusion,4,01.2.3.0
COICOP2018,01.2.4.0.0,Cocoa drinks,4,01.2.4.0
COICOP2018,01.2.5.0.0,Water,4,01.2.5.0
COICOP2018,01.2.6.0.0,Soft drinks,4,01.2.6.0
COICOP2018,01.2.9.0.0,Other non-alcoholic beverages,4,01.2.9.0
COICOP2018,01.3.0.0.0,Services for processing primary goods for food and non-alcoholic beverages,4,01.3.0.0
